,Orgin,Destination,Trip Duration
1056,20,51,54.28
1057,20,52,65.55
1058,20,53,71.17
1059,20,54,83.96
1060,20,55,67.61
1061,20,56,63.83
1062,20,57,59.09
1063,20,58,42.42
1064,20,59,34.88
1065,20,60,42.76
1066,20,61,50.68
1067,20,62,38.68
1068,20,63,41.01
1069,20,64,33.68
1070,21,22,10.49
1071,21,23,15.81
1072,21,24,12.02
1073,21,25,23.37
1074,21,26,28.15
1075,21,27,23.98
1076,21,28,57.45
1077,21,29,36.09
1078,21,30,26.53
1079,21,31,30.95
1080,21,32,42.53
1081,21,33,58.43
1082,21,34,32.31
1083,21,35,29.38
1084,21,36,27.68
1085,21,37,18.57
1086,21,38,32.57
1087,21,39,17.78
1088,21,40,16.13
1089,21,41,17.38
1090,21,42,18.15
1091,21,43,21.0
1092,21,44,23.23
1093,21,45,24.35
1094,21,46,32.79
1095,21,47,44.18
1096,21,48,36.34
1097,21,49,44.77
1098,21,50,69.28
1099,21,51,42.58
1100,21,52,57.19
1101,21,53,62.81
1102,21,54,70.72
1103,21,55,44.96
1104,21,56,47.9
1105,21,57,43.16
1106,21,58,26.49
1107,21,59,18.95
1108,21,60,38.16
1109,21,61,34.75
1110,21,62,29.32
1111,21,63,43.57
1112,21,64,36.25
1113,22,23,12.61
1114,22,24,13.8
1115,22,25,20.7
1116,22,26,30.87
1117,22,27,26.7
1118,22,28,58.02
1119,22,29,38.91
1120,22,30,29.35
1121,22,31,34.84
1122,22,32,46.42
1123,22,33,62.32
1124,22,34,36.2
1125,22,35,33.27
1126,22,36,31.57
1127,22,37,22.46
1128,22,38,36.45
1129,22,39,21.45
1130,22,40,18.87
1131,22,41,20.12
1132,22,42,22.03
1133,22,43,23.74
1134,22,44,27.12
1135,22,45,27.73
1136,22,46,36.17
1137,22,47,47.56
1138,22,48,39.73
1139,22,49,48.15
1140,22,50,72.67
1141,22,51,45.33
1142,22,52,60.58
1143,22,53,66.19
1144,22,54,71.29
1145,22,55,45.53
1146,22,56,45.01
1147,22,57,40.27
1148,22,58,23.6
1149,22,59,16.06
1150,22,60,35.27
1151,22,61,31.86
1152,22,62,26.43
1153,22,63,42.29
1154,22,64,34.96
1155,23,24,18.44
1156,23,25,19.54
1157,23,26,32.87
1158,23,27,25.87
1159,23,28,56.86
1160,23,29,45.75
1161,23,30,36.19
1162,23,31,41.68
1163,23,32,53.25
1164,23,33,69.16
1165,23,34,43.04
1166,23,35,40.11
1167,23,36,38.41
1168,23,37,29.3
1169,23,38,43.29
1170,23,39,26.78
1171,23,40,24.19
1172,23,41,25.45
1173,23,42,27.69
1174,23,43,29.06
1175,23,44,33.96
1176,23,45,33.05
1177,23,46,41.49
1178,23,47,52.88
1179,23,48,45.05
1180,23,49,53.48
1181,23,50,77.99
1182,23,51,50.65
1183,23,52,65.9
1184,23,53,71.51
1185,23,54,70.12
1186,23,55,44.37
1187,23,56,51.85
1188,23,57,47.1
1189,23,58,30.43
1190,23,59,22.9
1191,23,60,42.1
1192,23,61,38.7
1193,23,62,33.27
1194,23,63,49.13
1195,23,64,41.8
1196,24,25,22.24
1197,24,26,27.21
1198,24,27,23.04
1199,24,28,56.32
1200,24,29,43.11
1201,24,30,33.55
1202,24,31,37.97
1203,24,32,49.55
1204,24,33,65.45
1205,24,34,39.33
1206,24,35,36.4
1207,24,36,34.7
1208,24,37,25.59
1209,24,38,39.59
1210,24,39,22.79
1211,24,40,20.2
1212,24,41,21.46
1213,24,42,23.7
1214,24,43,25.07
1215,24,44,30.25
1216,24,45,29.06
1217,24,46,37.5
1218,24,47,48.89
1219,24,48,41.06
1220,24,49,49.49
1221,24,50,74.0
1222,24,51,46.66
1223,24,52,61.91
1224,24,53,67.52
1225,24,54,69.59
1226,24,55,43.83
1227,24,56,51.98
1228,24,57,47.24
1229,24,58,30.57
1230,24,59,23.03
1231,24,60,42.24
1232,24,61,38.83
1233,24,62,33.4
1234,24,63,49.26
1235,24,64,41.94
1236,25,26,36.67
1237,25,27,25.2
1238,25,28,55.34
1239,25,29,53.85
1240,25,30,44.28
1241,25,31,49.33
1242,25,32,60.9
1243,25,33,76.8
1244,25,34,50.69
1245,25,35,47.76
1246,25,36,46.06
1247,25,37,36.95
1248,25,38,50.94
1249,25,39,34.2
1250,25,40,31.61
1251,25,41,32.87
1252,25,42,35.11
1253,25,43,36.48
1254,25,44,41.61
1255,25,45,40.47
1256,25,46,48.91
1257,25,47,60.3
1258,25,48,52.47
1259,25,49,60.9
1260,25,50,85.41
1261,25,51,58.07
1262,25,52,66.51
1263,25,53,78.05
1264,25,54,68.61
1265,25,55,42.85
1266,25,56,59.94
1267,25,57,55.2
1268,25,58,38.53
1269,25,59,30.99
1270,25,60,50.2
1271,25,61,46.79
1272,25,62,41.36
1273,25,63,57.22
1274,25,64,49.89
1275,26,27,29.37
1276,26,28,70.75
1277,26,29,59.24
1278,26,30,49.68
1279,26,31,52.84
1280,26,32,64.42
1281,26,33,80.32
1282,26,34,54.2
1283,26,35,52.53
1284,26,36,49.58
1285,26,37,40.7
1286,26,38,54.46
1287,26,39,37.5
1288,26,40,34.91
1289,26,41,36.17
1290,26,42,38.41
1291,26,43,39.78
1292,26,44,45.12
1293,26,45,43.77
1294,26,46,52.21
1295,26,47,63.6
1296,26,48,55.77
1297,26,49,64.2
1298,26,50,88.71
1299,26,51,61.37
1300,26,52,76.62
1301,26,53,82.23
1302,26,54,84.02
1303,26,55,58.26
1304,26,56,69.06
1305,26,57,64.31
1306,26,58,47.65
1307,26,59,40.11
1308,26,60,59.32
1309,26,61,55.91
1310,26,62,50.48
1311,26,63,66.34
1312,26,64,59.01
1313,27,28,59.21
1314,27,29,55.07
1315,27,30,45.51
1316,27,31,48.67
1317,27,32,60.25
1318,27,33,76.15
1319,27,34,50.03
1320,27,35,48.37
1321,27,36,45.41
1322,27,37,36.53
1323,27,38,50.29
1324,27,39,33.33
1325,27,40,30.74
1326,27,41,32.0
1327,27,42,34.24
1328,27,43,35.61
1329,27,44,40.96
1330,27,45,39.6
1331,27,46,48.05
1332,27,47,59.43
1333,27,48,51.6
1334,27,49,60.03
1335,27,50,84.54
1336,27,51,57.2
1337,27,52,70.38
1338,27,53,78.06
1339,27,54,72.48
1340,27,55,46.72
1341,27,56,64.89
1342,27,57,60.15
1343,27,58,43.48
1344,27,59,35.94
1345,27,60,55.15
1346,27,61,51.74
1347,27,62,46.31
1348,27,63,62.17
1349,27,64,54.84
1350,28,29,88.54
1351,28,30,78.98
1352,28,31,83.4
1353,28,32,94.98
1354,28,33,110.88
1355,28,34,84.76
1356,28,35,81.84
1357,28,36,80.14
1358,28,37,71.03
1359,28,38,85.02
1360,28,39,68.27
1361,28,40,65.69
1362,28,41,66.94
1363,28,42,69.19
1364,28,43,70.56
1365,28,44,75.69
1366,28,45,74.55
1367,28,46,82.99
1368,28,47,94.38
1369,28,48,86.55
1370,28,49,94.97
1371,28,50,105.45
1372,28,51,91.56
1373,28,52,71.26
1374,28,53,82.8
1375,28,54,67.08
1376,28,55,39.86
1377,28,56,97.16
1378,28,57,92.42
1379,28,58,75.75
1380,28,59,68.21
1381,28,60,87.42
1382,28,61,84.01
1383,28,62,78.58
1384,28,63,94.44
1385,28,64,87.12
1386,29,30,17.53
1387,29,31,24.3
1388,29,32,29.57
1389,29,33,45.56
1390,29,34,31.27
1391,29,35,35.95
1392,29,36,31.54
1393,29,37,33.23
1394,29,38,23.68
1395,29,39,36.85
1396,29,40,33.76
1397,29,41,42.1
1398,29,42,31.63
1399,29,43,33.97
1400,29,44,31.09
1401,29,45,35.24
1402,29,46,40.12
1403,29,47,50.7
1404,29,48,46.27
1405,29,49,51.3
1406,29,50,80.17
1407,29,51,56.81
1408,29,52,68.08
1409,29,53,73.7
1410,29,54,86.49
1411,29,55,76.06
1412,29,56,72.28
1413,29,57,67.53
1414,29,58,50.86
1415,29,59,43.32
1416,29,60,51.2
1417,29,61,59.12
1418,29,62,47.12
1419,29,63,49.45
1420,29,64,42.12
1421,30,31,16.27
1422,30,32,28.8
1423,30,33,44.71
1424,30,34,24.03
1425,30,35,26.56
1426,30,36,22.15
1427,30,37,23.83
1428,30,38,21.01
1429,30,39,27.46
1430,30,40,24.37
1431,30,41,32.71
1432,30,42,22.23
1433,30,43,24.58
1434,30,44,21.7
1435,30,45,25.84
1436,30,46,31.67
1437,30,47,42.25
1438,30,48,36.88
1439,30,49,42.84
1440,30,50,70.78
1441,30,51,47.41
1442,30,52,58.69
1443,30,53,64.3
1444,30,54,77.1
1445,30,55,66.49
1446,30,56,62.71
1447,30,57,57.97
1448,30,58,41.3
1449,30,59,33.76
1450,30,60,41.63
1451,30,61,49.56
1452,30,62,37.55
1453,30,63,39.89
1454,30,64,32.56
1455,31,32,27.54
1456,31,33,43.45
1457,31,34,25.05
1458,31,35,28.45
1459,31,36,24.04
1460,31,37,25.73
1461,31,38,18.16
1462,31,39,29.35
1463,31,40,26.26
1464,31,41,34.6
1465,31,42,24.13
1466,31,43,26.47
1467,31,44,23.59
1468,31,45,27.74
1469,31,46,33.56
1470,31,47,44.14
1471,31,48,38.77
1472,31,49,44.73
1473,31,50,72.67
1474,31,51,49.31
1475,31,52,60.58
1476,31,53,66.2
1477,31,54,78.99
1478,31,55,70.92
1479,31,56,69.36
1480,31,57,64.62
1481,31,58,47.95
1482,31,59,40.41
1483,31,60,49.94
1484,31,61,56.21
1485,31,62,45.86
1486,31,63,48.2
1487,31,64,40.87
1488,32,33,31.94
1489,32,34,32.36
1490,32,35,40.02
1491,32,36,35.57
1492,32,37,37.3
1493,32,38,22.75
1494,32,39,40.92
1495,32,40,37.84
1496,32,41,46.18
1497,32,42,35.7
1498,32,43,38.04
1499,32,44,35.17
1500,32,45,39.31
1501,32,46,43.37
1502,32,47,53.95
1503,32,48,50.35
1504,32,49,54.54
1505,32,50,84.16
1506,32,51,60.88
1507,32,52,72.16
1508,32,53,77.77
1509,32,54,90.56
1510,32,55,82.49
1511,32,56,81.22
1512,32,57,76.47
1513,32,58,59.8
1514,32,59,52.27
1515,32,60,62.47
1516,32,61,68.07
1517,32,62,58.39
1518,32,63,60.73
1519,32,64,53.4
1520,33,34,36.73
1521,33,35,55.93
1522,33,36,48.61
1523,33,37,53.2
1524,33,38,37.45
1525,33,39,56.83
1526,33,40,53.74
1527,33,41,62.08
1528,33,42,51.6
1529,33,43,53.95
1530,33,44,48.85
1531,33,45,55.07
1532,33,46,53.09
1533,33,47,63.67
1534,33,48,61.04
1535,33,49,76.63
1536,33,50,93.88
1537,33,51,76.78
1538,33,52,88.06
1539,33,53,93.67
1540,33,54,106.47
1541,33,55,98.39
1542,33,56,97.12
1543,33,57,92.38
1544,33,58,75.71
1545,33,59,68.17
1546,33,60,78.38
1547,33,61,83.97
1548,33,62,74.3
1549,33,63,76.63
1550,33,64,69.3
1551,34,35,29.81
1552,34,36,21.36
1553,34,37,27.09
1554,34,38,23.15
1555,34,39,30.71
1556,34,40,27.62
1557,34,41,35.96
1558,34,42,25.48
1559,34,43,27.83
1560,34,44,21.59
1561,34,45,27.82
1562,34,46,25.84
1563,34,47,36.42
1564,34,48,33.79
1565,34,49,37.01
1566,34,50,66.63
1567,34,51,50.67
1568,34,52,61.94
1569,34,53,67.56
1570,34,54,80.35
1571,34,55,72.27
1572,34,56,71.0
1573,34,57,66.26
1574,34,58,49.59
1575,34,59,42.05
1576,34,60,57.7
1577,34,61,57.85
1578,34,62,50.41
1579,34,63,55.95
1580,34,64,48.63
1581,35,36,27.73
1582,35,37,25.2
1583,35,38,30.06
1584,35,39,30.11
1585,35,40,27.4
1586,35,41,35.74
1587,35,42,25.26
1588,35,43,27.6
1589,35,44,24.73
1590,35,45,28.87
1591,35,46,35.24
1592,35,47,46.62
1593,35,48,39.9
1594,35,49,47.22
1595,35,50,73.8
1596,35,51,50.44
1597,35,52,61.71
1598,35,53,67.33
1599,35,54,80.12
1600,35,55,69.35
1601,35,56,67.86
1602,35,57,63.12
1603,35,58,46.45
1604,35,59,38.91
1605,35,60,55.64
1606,35,61,54.71
1607,35,62,46.8
1608,35,63,57.99
1609,35,64,50.67
1610,36,37,24.54
1611,36,38,25.61
1612,36,39,26.08
1613,36,40,22.94
1614,36,41,31.33
1615,36,42,20.8
1616,36,43,23.14
1617,36,44,17.48
1618,36,45,23.71
1619,36,46,27.15
1620,36,47,38.54
1621,36,48,31.82
1622,36,49,39.14
1623,36,50,67.41
1624,36,51,45.98
1625,36,52,57.26
1626,36,53,62.87
1627,36,54,75.67
1628,36,55,67.65
1629,36,56,66.37
1630,36,57,61.63
1631,36,58,44.96
1632,36,59,37.42
1633,36,60,55.65
1634,36,61,53.22
1635,36,62,46.81
1636,36,63,54.07
1637,36,64,46.75
1638,37,38,27.34
1639,37,39,18.09
1640,37,40,17.13
1641,37,41,24.25
1642,37,42,18.15
1643,37,43,22.26
1644,37,44,21.54
1645,37,45,24.35
1646,37,46,32.05
1647,37,47,43.43
1648,37,48,36.35
1649,37,49,44.03
1650,37,50,69.29
1651,37,51,45.92
1652,37,52,57.2
1653,37,53,62.81
1654,37,54,75.61
1655,37,55,42.69
1656,37,56,57.26
1657,37,57,52.52
1658,37,58,35.85
1659,37,59,28.31
1660,37,60,46.54
1661,37,61,44.11
1662,37,62,37.7
1663,37,63,50.02
1664,37,64,42.69
1665,38,39,30.96
1666,38,40,27.88
1667,38,41,36.22
1668,38,42,25.74
1669,38,43,28.08
1670,38,44,25.21
1671,38,45,29.35
1672,38,46,33.41
1673,38,47,43.99
1674,38,48,40.38
1675,38,49,44.58
1676,38,50,74.19
1677,38,51,50.92
1678,38,52,62.19
1679,38,53,67.81
1680,38,54,80.6
1681,38,55,72.53
1682,38,56,71.26
1683,38,57,66.51
1684,38,58,49.84
1685,38,59,42.3
1686,38,60,54.68
1687,38,61,58.1
1688,38,62,50.6
1689,38,63,52.93
1690,38,64,45.61
1691,39,40,10.38
1692,39,41,17.48
1693,39,42,14.54
1694,39,43,15.55
1695,39,44,21.63
1696,39,45,19.02
1697,39,46,27.46
1698,39,47,38.85
1699,39,48,31.01
1700,39,49,39.44
1701,39,50,63.95
1702,39,51,40.59
1703,39,52,51.86
1704,39,53,57.48
1705,39,54,70.27
1706,39,55,55.78
1707,39,56,56.47
1708,39,57,51.73
1709,39,58,35.06
1710,39,59,27.52
1711,39,60,45.76
1712,39,61,43.32
1713,39,62,36.92
1714,39,63,49.23
1715,39,64,41.91
1716,40,41,14.87
1717,40,42,11.56
1718,40,43,10.44
1719,40,44,18.48
1720,40,45,14.09
1721,40,46,22.53
1722,40,47,33.92
1723,40,48,26.09
1724,40,49,34.51
1725,40,50,59.03
1726,40,51,35.66
1727,40,52,46.94
1728,40,53,52.55
1729,40,54,65.35
1730,40,55,53.2
1731,40,56,55.82
1732,40,57,51.08
1733,40,58,34.41
1734,40,59,26.87
1735,40,60,45.1
1736,40,61,42.67
1737,40,62,36.27
1738,40,63,48.58
1739,40,64,41.26
1740,41,42,19.75
1741,41,43,15.11
1742,41,44,26.88
1743,41,45,21.76
1744,41,46,30.21
1745,41,47,41.59
1746,41,48,32.61
1747,41,49,42.19
1748,41,50,65.55
1749,41,51,36.69
1750,41,52,53.04
1751,41,53,58.66
1752,41,54,71.45
1753,41,55,54.45
1754,41,56,58.31
1755,41,57,53.57
1756,41,58,36.9
1757,41,59,29.36
1758,41,60,48.57
1759,41,61,45.16
1760,41,62,39.73
1761,41,63,55.59
1762,41,64,48.26
1763,42,43,11.76
1764,42,44,16.35
1765,42,45,13.03
1766,42,46,21.47
1767,42,47,32.86
1768,42,48,25.03
1769,42,49,33.45
1770,42,50,57.96
1771,42,51,34.6
1772,42,52,45.87
1773,42,53,51.49
1774,42,54,64.28
1775,42,55,56.7
1776,42,56,56.84
1777,42,57,52.09
1778,42,58,35.42
1779,42,59,27.88
1780,42,60,46.12
1781,42,61,43.68
1782,42,62,37.28
1783,42,63,49.6
1784,42,64,42.28
1785,43,44,18.69
1786,43,45,11.66
1787,43,46,20.1
1788,43,47,31.48
1789,43,48,22.51
1790,43,49,32.08
1791,43,50,55.44
1792,43,51,31.66
1793,43,52,42.94
1794,43,53,48.55
1795,43,54,61.35
1796,43,55,58.07
1797,43,56,60.94
1798,43,57,56.2
1799,43,58,39.53
1800,43,59,31.99
1801,43,60,50.23
1802,43,61,47.79
1803,43,62,41.39
1804,43,63,53.71
1805,43,64,46.38
1806,44,45,17.46
1807,44,46,20.9
1808,44,47,32.29
1809,44,48,25.57
1810,44,49,32.88
1811,44,50,61.15
1812,44,51,41.53
1813,44,52,52.8
1814,44,53,58.42
1815,44,54,71.21
1816,44,55,63.2
1817,44,56,61.92
1818,44,57,57.18
1819,44,58,40.51
1820,44,59,32.97
1821,44,60,51.2
1822,44,61,48.77
1823,44,62,42.36
1824,44,63,53.62
1825,44,64,46.3
1826,45,46,16.85
1827,45,47,28.24
1828,45,48,17.0
1829,45,49,28.83
1830,45,50,49.93
1831,45,51,32.34
1832,45,52,43.61
1833,45,53,49.23
1834,45,54,62.02
1835,45,55,62.06
1836,45,56,63.04
1837,45,57,58.3
1838,45,58,41.63
1839,45,59,34.09
1840,45,60,52.33
1841,45,61,49.89
1842,45,62,43.49
1843,45,63,55.81
1844,45,64,48.48
1845,46,47,27.52
1846,46,48,24.5
1847,46,49,28.11
1848,46,50,57.73
1849,46,51,42.93
1850,46,52,54.21
1851,46,53,59.82
1852,46,54,72.62
1853,46,55,70.5
1854,46,56,71.48
1855,46,57,66.74
1856,46,58,50.07
1857,46,59,42.53
1858,46,60,60.77
1859,46,61,58.33
1860,46,62,51.93
1861,46,63,63.59
1862,46,64,56.26
1863,47,48,27.01
1864,47,49,23.48
1865,47,50,53.93
1866,47,51,54.32
1867,47,52,65.11
1868,47,53,70.72
1869,47,54,83.52
1870,47,55,81.89
1871,47,56,82.87
1872,47,57,78.13
1873,47,58,61.46
1874,47,59,53.92
1875,47,60,72.15
1876,47,61,69.72
1877,47,62,63.32
1878,47,63,74.17
1879,47,64,66.84
1880,48,49,24.19
1881,48,50,48.3
1882,48,51,39.12
1883,48,52,49.26
1884,48,53,54.88
1885,48,54,67.67
1886,48,55,74.06
1887,48,56,75.03
1888,48,57,70.29
1889,48,58,53.62
1890,48,59,46.08
1891,48,60,64.32
1892,48,61,61.88
1893,48,62,55.48
1894,48,63,67.8
1895,48,64,60.47
1896,49,50,100.74
1897,49,51,77.38
1898,49,52,88.65
1899,49,53,94.27
1900,49,54,107.06
1901,49,55,81.95
1902,49,56,68.59
1903,49,57,63.84
1904,49,58,46.12
1905,49,59,37.75
1906,49,60,37.98
1907,49,61,46.06
1908,49,62,25.46
1909,49,63,25.46
1910,49,64,26.42
1911,50,51,61.27
1912,50,52,56.15
1913,50,53,42.05
1914,50,54,80.24
1915,50,55,94.06
1916,50,56,107.97
1917,50,57,103.23
1918,50,58,86.56
1919,50,59,79.02
1920,50,60,97.26
1921,50,61,94.82
1922,50,62,88.42
1923,50,63,100.74
1924,50,64,93.41
1925,51,52,47.94
1926,51,53,53.56
1927,51,54,66.35
1928,51,55,79.66
1929,51,56,83.51
1930,51,57,78.77
1931,51,58,62.1
1932,51,59,54.56
1933,51,60,73.77
1934,51,61,70.36
1935,51,62,64.93
1936,51,63,77.38
1937,51,64,70.05
1938,52,53,25.61
1939,52,54,32.46
1940,52,55,59.88
1941,52,56,95.88
1942,52,57,91.14
1943,52,58,74.47
1944,52,59,66.93
1945,52,60,85.17
1946,52,61,82.73
1947,52,62,76.33
1948,52,63,88.65
1949,52,64,81.32
1950,53,54,50.54
1951,53,55,71.41
1952,53,56,101.5
1953,53,57,96.76
1954,53,58,80.09
1955,53,59,72.55
1956,53,60,90.79
1957,53,61,88.35
1958,53,62,81.95
1959,53,63,94.27
1960,53,64,86.94
1961,54,55,61.97
1962,54,56,110.43
1963,54,57,105.69
1964,54,58,89.02
1965,54,59,81.48
1966,54,60,100.69
1967,54,61,97.28
1968,54,62,91.85
1969,54,63,107.06
1970,54,64,99.73
1971,55,56,84.67
1972,55,57,79.93
1973,55,58,63.26
1974,55,59,55.72
1975,55,60,74.93
1976,55,61,71.52
1977,55,62,66.09
1978,55,63,81.95
1979,55,64,74.63
1980,56,57,31.57
1981,56,58,31.57
1982,56,59,41.73
1983,56,60,57.64
1984,56,61,54.23
1985,56,62,48.8
1986,56,63,68.59
1987,56,64,67.25
1988,57,58,28.08
1989,57,59,36.99
1990,57,60,52.9
1991,57,61,48.19
1992,57,62,44.06
1993,57,63,63.84
1994,57,64,62.51
1995,58,59,20.32
1996,58,60,35.17
1997,58,61,30.1
1998,58,62,26.34
1999,58,63,46.12
2000,58,64,44.79
2001,59,60,26.8
2002,59,61,26.96
2003,59,62,17.96
2004,59,63,37.75
2005,59,64,36.41
2006,60,61,35.11
2007,60,62,25.46
2008,60,63,37.98
2009,60,64,34.66
2010,61,62,26.27
2011,61,63,46.06
2012,61,64,44.72
2013,62,63,25.46
2014,62,64,24.12
2015,63,64,26.42
